200088,"Bloc Party- The Prayer",anybody,751,0,10
200108,"Charlotte Gainsbourg- Songs That We Sing",anybody,1964,2,23
200197,"5@5 vignettes",anybody,119,3,8
200256,"hurdy gurdy",anybody,236,5,7
200354,"Musical 5 X 5 X Ctd3",anybody,125,10,7
200371,"the scrotum song lipdub ",anybody,1382,12,8
200373,"Elevator Race - Nath x Naty",contacts,139,14,8
200403,"shark dance",anybody,193,5,7
200426,"DIY video light Test 1",anybody,3115,3,7
200448,"5 Vignettes",anybody,227,5,9
200461,"I help an ant",nobody,878,19,20
200526,"Jump Around",purgatory,142,7,10
200529,"5 VIGNETTES",contacts,244,16,20
200558,"100 Digits of Pi in 30(ish) Days. Epi. 1: Accepting the Challenge",anybody,427,19,8
200587,"first video with new camera",nobody,900,32,21
200655,Hitler,anybody,1604,4,8
200698,Eyelash,anybody,1375,8,8
200740,Letterbox,anybody,128,21,7
200779,"Reminders of Then",anybody,94,4,7
200844,"Robert Reich's vlog, May 30, 2007",anybody,1812,8,10
200950,"5 Vignettes",anybody,300,6,10
200987,"5 Vignettes 1",anybody,170,8,9
201071,5x5,anybody,100,7,10
201084,"Lip Dubbing-Kate Bush, Running up that hill.",anybody,307,12,9
201149,"Vimeo Band 1.0",anybody,66,4,7
201155,"Vimeo Sings! Star Spangled Banner",anybody,286,14,10
201188,"Me Right Now",anybody,87,7,6
201234,"My 5x5 Vignette",anybody,229,8,9
201290,"The Arcade Fire (Laika) -  Sasquatch '07",anybody,156,2,7
201292,"Bjork - Sasquatch festival '07",anybody,483,7,7
201302,"i'm.  batman.",anybody,176,17,11
201342,"Vimeo Sings! Bohemian Rhapsody",anybody,386,15,11
201358,"Vimeo Light Streaks.",nobody,791,13,11
201359,Selftitled,anybody,714,4,7
201367,"Five Vignettes",anybody,193,16,16
201536,"5 Vignettes",anybody,255,4,8
201589,"Hair: [Not] The Musical",anybody,4150,22,10
201635,"Airships Fill the Sky / Unsimulatable preview",anybody,2011,2,11
201700,"The Kitten Vs the Bird 10 Rounds",anybody,1114,0,6
201713,"Important video!Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007-05-31/ Part 1",anybody,111,3,17
201728,"Important video!Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007-05-31/ Part -2",anybody,95,4,12
201750,"Important video!Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007-05-31/ Part-3",anybody,99,1,9
201765,"Important video!Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007-05-31/ Part-4",anybody,76,1,12
201768,"Important video!Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007-05-31/ Part-5",anybody,83,1,13
201830,"Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007, Radisson SAS/Part-1",anybody,67,2,8
201839,HUSTLE,anybody,1357,5,6
201854,"Chris at South of the Border",anybody,1032,7,10
201855,linesagain,anybody,293,0,7
201869,"Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007 Radisson SAS Part-2",anybody,73,1,9
201917,"Mini ramp Session",anybody,1571,3,7
201956,"Visit to the Aerospace Museum",contacts,192,15,10
202001,cyrus,nobody,134,5,7
202026,Generico,anybody,573,9,10
202059,"Ice Cream!",anybody,190,15,7
202067,"Sneaking Into Graduation",nobody,1420,14,10
202080,"5 vignettes: Transported to Hawai'i",contacts,152,11,11
202147,"Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007 Radisson SAS Part-3",anybody,39,2,8
202156,"Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007 Radisson SAS Part-4",anybody,47,1,9
202161,"Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007 Radisson SAS Part-5",anybody,61,1,10
202172,"Conference de Presse de Adnan Oktar (Harun Yahya), Istanbul, 25 Mai 2007 Radisson SAS Part-6",anybody,79,1,9
202188,"5 Vignettes",anybody,126,3,6
202208,"5 vignettes (3)",anybody,160,2,11
202210,"Meet Maddox Milo Morton",anybody,120,5,8
202233,"Thinking in the Hammock",anybody,231,5,7
202247,"Sadako And The Cranes",anybody,970,12,10
202329,"Shadow World - episode 1 - resumes",anybody,95,6,6
202368,"Life of BK #5:  Self Inflicted Nocturnal Cockblocking",contacts,1123,10,31
202392,"vimiette two",anybody,164,5,13
202428,"Two of my internet worlds collide ",anybody,156,3,6
202466,"Grandma's First Photo Booth Session",anybody,7260,61,115
202529,"My Dad's Caddy",contacts,229,18,12
202559,"Walk This Way",anybody,227,16,6
202565,"Davey Dance Blog -1- VATICAN - Tom Waits - ""Chocolate Jesus""",anybody,5087,11,28
202572,"Davey Dance Blog -2- FIRENZE - Maroon Five - ""Harder To Breathe""",anybody,3987,7,16
202585,"Davey Dance Blog -3- PISA - The Beatles - ""Don't Let Me Down""",purgatory,3310,7,23
202602,"Davey Dance Blog -4- FIRENZE - Vanilla Ice - ""Havin a Roni""",anybody,3542,6,7
202613,"Davey Dance Blog -5- ROMA - Peter Bjorn and John - ",anybody,3947,7,40
202617,"May 2007",anybody,177,5,8
202624,"Davey Dance Blog -6- PARIS - Katerine - ""Apres Moi""",anybody,4807,16,61
202634,"5x5 = 26",anybody,128,13,7
202635,"Davey Dance Blog -7- ROUEN - Modest Mouse - ""Tiny Cities Made of Ashes""",anybody,2676,2,19
202662,"What Jeremy Cowart Loves About Wedding Photography",anybody,1467,2,6
202677,"5...shit, 6",nobody,153,19,10
202688,"I need a Job",anybody,146,22,13
202692,"5 Vignettes",anybody,281,8,7
202803,"5 Vignettes",anybody,220,7,10
202810,"Lip Dubbing : Grace Kelly by Mika",contacts,338,7,7
202812,"the fives",anybody,120,4,8
202845,"Ed Pearlman",anybody,180,6,8
202916,Me-ow,anybody,114,2,8
203011,"8mm & Super8 Film Experimental Collage",anybody,709,9,24
203014,"ELECTRO NIGHT 2 - Martin's 24th Birthday",anybody,544,35,22
203066,"Lip Dubbing: Andrew W.K. - Party Hard",anybody,531,12,15
203101,"Yellow Spring",anybody,107,3,9
203155,"Particle Tree .........................................................................",anybody,933,3,13
203228,"something about bandits",anybody,142,10,7
203254,"My Brain ...........................................................................................",anybody,1550,9,25
203255,"Kiki & the annuals",anybody,57,8,6
203301,"Lip dubbing - Too Young",anybody,336,5,6
203306,"I like my boomstick!",anybody,322,5,8
203338,"Funny Balloon Baby",anybody,177,8,12
203380,"Chocolate Flavoured Roflcopters",anybody,1768,16,32
203395,"Rabbit Grooming",anybody,173,7,6
203411,"my dad took my dog and i to the mall",anybody,290,33,21
203509,"Stickam Strikes Again",anybody,197,9,7
203531,"caribbean trailer",anybody,1014,14,9
203579,"Fourth five by five ( 5 Vignettes)",anybody,112,10,9
203678,"Davey Dance Blog - MONT ST. MICHEL - Modest Mouse - ""Float On""",anybody,3688,10,32
203698,"Davey Dance Blog -9- MONTMARTRE - The Postal Service - ""Such Great Heights""",anybody,4453,19,57
203702,"Davey Dance Blog -10- PARIS - Andrew Thompson - ""There Must Be Some Misunderstanding""",anybody,3602,3,15
203713,"Davey Dance Blog -11- LACANAU - Weezer - ""Across The Sea""",anybody,3104,4,16
203719,"Computer Sings About the Devil",anybody,1987,4,10
203723,"Davey Dance Blog -12- BARCELONA - I'm From Barcelona - ""Treehouse""",anybody,4270,13,46
203760,"Mountain Dew.",anybody,123,6,7
203830,"US Military Vs MySpace",anybody,110,6,13
203881,"Beep (Noah Dancing)",anybody,138,5,8
203904,"""Fuck"" and my mother.",anybody,6211,2,8
203919,"Myriad --New Extended Opening--",nobody,184,16,12
203961,"5 Vignettes II",anybody,225,3,10
203997,Tokyo,anybody,786,2,6
204043,"First Friday Art Walk, Honolulu, Hawai'i",anybody,466,27,11
204248,"5 Vignettes - Brooklyn Saturday",anybody,1437,7,12
204263,"5 Vignettes",nobody,174,0,7
204272,Holwerdaaaa!!!,nobody,460,9,17
204275,"Tangible Sequencer French Counting",anybody,633,1,12
204280,"Dad's Spanish Talk",contacts,244,17,16
204290,yoshimi.,anybody,133,4,6
204291,"Kraak & Smaak - Money In The Bag",anybody,397,0,8
204336,HOLWERDAAAAAA!,contacts,268,19,17
204346,Hello,anybody,155,24,15
204366,"RIP TAK(e) IT IN",anybody,105,2,6
204535,"Too Many Tacos?",anybody,435,30,9
204588,meshdeform,anybody,655,4,8
204608,"5 vignettes",anybody,254,9,6
204657,"Fall From Grace",anybody,240,6,6
204658,"Sam Reich: Professional Baller",anybody,7960,27,31
204756,"The Worldâ€™s Largest and Most Engaging Aquarium",anybody,706,5,7
204759,"useless overdubs",contacts,132,3,8
204829,"Dotally Bike Ride",nobody,64,16,8
204940,DEMOLITION,anybody,186,14,7
204975,"Backroom Terror",anybody,212,14,8
205020,"craig getting shot with an automatic bb gun",anybody,2621,7,11
205158,Holwerdaaaaaaaa!,anybody,254,8,8
205161,"return of vlog",nobody,342,17,23
205255,"lipsync funiculi numerick",anybody,430,5,7
205446,"Lucidhouse vs D.A.R.Y.L > live at the Loft with MICROCHUNK",anybody,513,6,11
205547,Gangster,anybody,273,6,9
205599,"drat drat",nobody,159,14,12
205610,"Michael Nakajima Video Blog",nobody,235,18,15
205649,"451: North Carolina",anybody,317,2,6
205757,"After the rains",anybody,89,6,7
205829,"The Call",anybody,233,17,6
205836,"Atlantic City!",nobody,251,6,6
205843,"part 2: stay with me",nobody,242,17,13
205855,"Gabriel Teodros ""No Label (Esma Remix)"" Music Video",anybody,528,1,6
205859,"Puddles FiVe bY FiVe ( 5 Vignettes )",anybody,106,5,6
206000,1983,anybody,108,19,17
206032,"Frisbee Air Bounce",anybody,1215,9,10
206052,"My 5 Vignettes 01",anybody,127,10,10
206057,40x1,anybody,182,16,17
206071,"My 5 Vignettes 02",anybody,150,4,8
206083,"sunday trailer 2",password,8423,3,9
206200,"Lip Dub (duet!) - Nothing Better",anybody,4711,100,120
206274,"Randy Jones @ MUTEK 2007 _ [tV]",anybody,258,3,6
206349,"A strange occurrence. ",anybody,361,3,6
206373,mongoose,anybody,269,9,7
206401,Placebo,anybody,210,3,8
206443,"Dogs That Shoot Bees From Their Mouths When They Bark...Ok, Not Really. It's Just Bees.",anybody,203,5,6
206452,"TO THE USERS OF VIMEO",nobody,1191,117,97
206601,1st,anybody,168,10,7
206671,"Scruff_E_Guy's Voices Part D'oh...Contemporary Culture Moment",anybody,90,12,6
206723,"Rocking Out",anybody,82,3,6
206725,"...My Problem with this Microwave...and an apology",anybody,355,25,26
206742,"Scary T Rex",contacts,263,17,12
206787,"my taco flavored kisses",anybody,3901,8,6
206822,"My 5 Vignettes 03",anybody,114,4,12
206823,"My 5 Vignettes 04",anybody,118,4,12
206825,"My 5 Vignettes 05",anybody,137,0,13
206826,"My 5 Vignettes 06",anybody,163,9,16
206876,"Kalaharjo Pictures Intro",anybody,143,15,9
206902,"chicken bump 04",anybody,105,2,9
206991,"street slinger",contacts,93,4,6
207016,"Lip Dubbing: Since U Been Gone",anybody,1321,6,14
207025,"The more you try to erase me...",anybody,1064,1,7
207105,"May 07",anybody,117,2,8
207118,"Contemporaneous Architecture with Gary Gehry",anybody,1552,13,17
207132,"Shakesperian Thriller (fixed)",anybody,270,11,8
207218,"bringing ""oua-oua"" back",anybody,303,7,10
207249,"Born In To This (1969)",anybody,157,13,13
207261,"Five Vignettes",anybody,139,1,10
207265,"5 Vignettes 2",anybody,119,2,9
207277,"Enough Stones: A documentary about Homer Shadowheart ",anybody,490,32,21
207339,"volando cometas ",contacts,176,6,7
207366,"Daughter's First Video Editing",anybody,1237,25,30
207406,"desperately seeking a few good men",nobody,184,16,8
207407,"In the Stonework",anybody,117,15,11
207502,"Davey Dance Blog -13- AVIGNON - Jean Sablon - ""Sur le Pont d'Avignon""",anybody,3093,6,17
207506,"Davey Dance Blog -14- VERSAILLES - Otis Redding - ""Satisfaction""",anybody,4294,6,40
207507,"okee dokey",anybody,93,7,8
207511,"Davey Dance Blog -15- PARIS - Sir Mix-A-Lot - ""Baby Got Back""",anybody,5083,14,49
207525,"Davey Dance Blog -16- AMSTERDAM - Jackie Wilson - ""Your Love Is Lifting Me (Higher)""",anybody,6696,9,42
207537,"Davey Dance Blog -17- ANNE FRANK HOUSE - Michael Jackson - ""Smooth Criminal""",anybody,3922,20,43
207684,"Radio Edit",password,97,2,6
207690,"5x5 (5)",anybody,136,8,11
207709,"Cinco minivideos",anybody,190,11,11
207721,"Davey Dance Blog -18- BERLIN - Cold War Kids - ""We Used To Vacation""",anybody,3403,12,34
207723,"Davey Dance Blog -19- BERLIN - The Beatles - ""Back In The USSR""",anybody,2675,7,13
207727,"The Other Mummy",anybody,180,18,20
207730,"Davey Dance Blog -20- BERLIN - Bruce and Bongo - ""Geil""",anybody,2632,6,25
207737,"Davey Dance Blog -21- MAINZ - Simian - ""Never Be Alone""",anybody,4273,13,37
207744,"Davey Dance Blog -22- OPPENHEIM - The Arcade Fire - ""Windowsill""",anybody,2738,5,8
207757,"5 vignettes",users,1046,14,11
207778,"what we do at newport university",anybody,162,5,7
207893,"LipDub - Undone - Weezer (in Paris)",anybody,103273,113,299
207927,"lipdub: Final Fantasy remix of Stars - Your Ex-Lover is Dead",users,444,11,7
207982,"huge poptart",anybody,313,5,7
208039,"Centre Le Corbusier",anybody,409,1,8
208041,"2cts Holwerda",anybody,95,7,9
208051,"One Minute of Zurich",anybody,300,6,10
208107,"Island in the sun - Weezer Lip Dub in the sun",anybody,1027,24,25
208124,"oh Canada",anybody,184,4,9
208156,"LipDub FOREIGN LANGUAGE",contacts,274,20,9
208238,"Prank turned Gift",anybody,129,7,6
208278,"Inside the Mind of Scruff",anybody,124,17,6
208287,"genesis giving victoria her flower",anybody,152,11,8
208292,"for victoria",anybody,165,12,9
208322,Holwerdaaaaaa,anybody,120,7,6
208390,"Davey Dance Blog -23- FRANKFURT - Tenacious D - ",anybody,3371,5,17
208446,"Davey Dance Blog -25- MAINZ - The Blood Arm - ""Suspicious Character""",anybody,2971,5,29
208491,"Spanish Reggae (I'm diggin' it)",contacts,381,33,18
208594,"Shook - Over the Pond official trailer",anybody,9505,6,10
208615,"The Bat",password,460,28,28
208718,"Vegas Rules Promo ",anybody,275,13,8
208745,"Lipdub: Slow Like Honey",anybody,323,25,9
208807,_silent_walking_B,anybody,141,18,15
209049,"trying to sing Maggie...",contacts,135,18,7
209303,"A Graduation",password,298,26,12
209372,"Lip-Dub: Alkaline Trio",anybody,805,2,7
209415,"5 Vignettes",anybody,146,14,12
209436,"Audrey & Rayne: Swimming",anybody,356,10,9
209526,Shadow,nobody,146,13,10
209531,Cicadas,anybody,195,22,8
209533,Walk,nobody,154,16,6
209569,Wormhole,anybody,126,3,6
209573,"Congrats to Jakob, Zach and Duplo on your 60 Minutes appearance!",anybody,332,33,17
209625,"Sorry Alex",anybody,172,9,8
209668,"Birth year project - 1959",anybody,157,21,15
209670,Bamfafied,anybody,270,5,8
209676,"Marsh @ Sunset",anybody,93,16,15
209685,"90s Party - Part 2",anybody,235,3,6
209724,"Negotiations Trailer",anybody,172,2,8
209739,"I Never Thought You'd Come & Go",anybody,152,7,6
209909,"Why I Like You (chriskalani, themarkpike, PEIKA, BikiniArtist)",anybody,527,32,28
209940,"Animation Demoreel - June 2007",anybody,945,4,6
209957,"Dog Watering",anybody,130,23,11
210030,"hamster wheel",anybody,295,6,9
210211,"Alain and Ann dancing lindy hop",anybody,301,1,6
210222,Outside,anybody,130,6,6
210242,"lip dub Saturday",anybody,452,6,6
210283,"Daisy - Water Fun",anybody,78,16,14
210303,"KNUT | Neon Guide",anybody,478,0,9
210333,"Low Maintenance",anybody,159,15,11
210545,"liquid sunshine",contacts,1772,4,15
210563,"prepping elsie for the ride",anybody,194,13,12
210581,"Tree animation!",anybody,476,3,9
210609,"it's tomorrow, SOMEWHERE",anybody,187,16,18
210689,"first week of summer",anybody,4591,5,7
210770,"Keith Kin Yan mograph/VFX reel 07",anybody,552,10,9
210799,"Close Act : XL Insects",anybody,575,3,9
210815,Brownies,anybody,182,10,12
210824,"DSC Promo 2",anybody,3837,3,8
210919,"Klingatrons Mitchell Alley Stencil",anybody,234,2,7
211009,to(ro)nto,anybody,115,5,7
211053,"Dana's Stand-up",anybody,643,4,6
211104,"Video of the Week: Walking Around",anybody,1757,26,22
211277,"Lip Dub - Mariah Carey Fantasy",users,302,8,14
211395,"Happy Birthday PEIKA!!",anybody,141,14,8
211405,"Vimeo Education",anybody,147,11,8
211406,100,anybody,194,24,17
211430,"silly project: OBAR",anybody,225,16,8
211435,"Goalproving - Apple Store (Step 1)",anybody,617,33,19
211448,"day 1",anybody,102,9,6
211532,"The Preparation (Bonnaroo Music Festival-- Part. 1)",contacts,324,14,6
211579,Inchy,anybody,178,8,22
211604,"Painting in the Basement",anybody,186,4,11
211624,"vodkawater: can you answer me?",anybody,482,4,6
211666,"rope swing!",anybody,501,12,7
211680,"Birds over West Lakeview, Chicago, IL",anybody,195,7,10
211691,Peephole,anybody,490,4,10
211709,"I'm being nerdy again!",anybody,79,5,8
211713,"The Lament of Tom",contacts,98,10,6
211765,"1996- The Year My Son Was Born",anybody,402,24,34
211889,"Soda Chaos",anybody,1041,22,10
211906,"Bathroom tour: Padded Bras",anybody,601,16,9
211933,"The Candy Song: ""Charlie the Unicorn"" Lip Dub",anybody,666,15,19
211937,"Together We Stand",contacts,126,8,10
211981,"At Work",contacts,146,18,7
212002,"Popping Bubbles",anybody,108,3,7
212100,"VOTW: walking around",contacts,64,6,8
212122,"Worker's Block for Posalooty",contacts,177,15,23
212151,sunglasses,nobody,326,19,25
212164,Animation,anybody,1110,1,6
212246,"The Other Car",anybody,162,10,12
212286,"Memories of Fantasies Forgotten",anybody,5976,74,177
212295,Insomnia,anybody,83,10,8
212305,BOX,anybody,235,16,9
212344,"Way-to-Work Fun",anybody,316,9,9
212350,"Double Dutch",anybody,141,5,6
212355,"Video of the Week: Walking around(kinda?)",anybody,165,9,6
212360,"Rhododendron 5 X 5",anybody,87,11,7
